StepNumber,Step,Unit,PartNumber,id,blend_item_code,trimmed_item_code,Unnamed: 4,Unnamed: 5
2,Verify that the vessel is clean. ,,,2,602075,602075,,
3,Apply GHS label to the mix vessel.,,,3,602075,602075,,
4,Charge vessel with DI water.,,030143,4,602075,602075,,
5,Ensure that the DI water pump is turned off.,,,5,602075,602075,,
6,Start agitator.,,,6,602075,602075,,
7,Add Potassium Carbonate,,030138,7,602075,602075,,
8,Add Sodium Metasilicate,,240073,8,602075,602075,,
9,Add Versene 100,,030019,9,602075,602075,,
10,Add Vitech Eqi,,100518,10,602075,602075,,
11,Agitate for 5 minutes. ,,,11,602075,602075,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,602075,602075,,
13,Ensure that any agitators used have been turned off.,,,13,602075,602075,,
14,Remove GHS label from the mix vessel.,,,14,602075,602075,,
1,Gather the required materials.,,,1,602076,602076,,
2,Verify that the vessel is clean. ,,,2,602076,602076,,
3,Apply GHS label to the mix vessel.,,,3,602076,602076,,
4,Charge vessel with water.,gal,WATER,4,602076,602076,,
5,Start agitator.,,,5,602076,602076,,
6,Add Soda Ash,lbs,030137,6,602076,602076,,
7,Agitate until ingredients are mixed.,,,7,602076,602076,,
8,Add Tomadol 91-8,lbs,031013,8,602076,602076,,
9,Add Dissolvene GL-47,lbs,031035,9,602076,602076,,
10,Add Keyacid Napthol Green B-1,grams,030016,10,602076,602076,,
11,Add APS-342,grams,031036,11,602076,602076,,
12,Agitate for 15 minutes.,,,12,602076,602076,,
13,Sample blend; label sample container; and deliver sample to QC Lab.,,,13,602076,602076,,
14,Ensure that any agitators used have been turned off.,,,14,602076,602076,,
15,Remove GHS label from the mix vessel.,,,15,602076,602076,,
1,Gather the required materials.,,,1,602077,602077,,
2,Verify that the vessel is clean. ,,,2,602077,602077,,
3,Apply GHS label to the mix vessel.,,,3,602077,602077,,
4,Charge vessel with Tomadol 91-8,lbs,031013,4,602077,602077,,
5,Start agitator,,,5,602077,602077,,
6,Add D-LIMONENE,lbs,030038,6,602077,602077,,
7,Agitate for 10 minutes. ,,,7,602077,602077,,
8,Add water.,gal,WATER,8,602077,602077,,
9,Add APS-342,grams,031036,9,602077,602077,,
10,Add SODIUM LAURYL SULFATE ,lbs,030085,10,602077,602077,,
11,Add Coladet DEF 15,lbs,030008CN,11,602077,602077,,
12,Agitate for 5 minutes.,,,12,602077,602077,,
13,Add Busan 1264,lbs,030146,13,602077,602077,,
14,Agitate for 10 minutes. ,,,14,602077,602077,,
15,Add Tropical Coconut W/S #66716,lbs,030003,15,602077,602077,,
16,Add Chromatint 1102,grams,100438,16,602077,602077,,
17,Agitate until ingredients are mixed.,,,17,602077,602077,,
18,Sample blend; label sample container; and deliver sample to QC Lab.,,,18,602077,602077,,
19,Ensure that any agitators used have been turned off.,,,19,602077,602077,,
20,Remove GHS label from the mix vessel.,,,20,602077,602077,,
1,Gather the required materials.,,,1,602078,602078,,
2,Verify that the vessel is clean. ,,,2,602078,602078,,
3,Apply GHS label to the mix vessel.,,,3,602078,602078,,
4,Charge vessel with water.,GAL,WATER,4,602078,602078,,
5,Start agitator.,,,5,602078,602078,,
6,Add Sugaboost,lbs,031051,6,602078,602078,,
7,Add Preventol D7 CMIT,lbs,030146P,7,602078,602078,,
8,Agitate for 5 minutes.,,,8,602078,602078,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,602078,602078,,
10,Ensure that any agitators used have been turned off.,,,10,602078,602078,,
12,Remove GHS label from the mix vessel.,,,11,602078,602078,,
1,Gather the required materials.,,,1,602080,602080,,
2,Verify that the vessel is clean. ,,,2,602080,602080,,
3,Apply GHS label to the mix vessel.,,,3,602080,602080,,
4,Charge vessel with part Calumet 400-500<1%,gal,100507TANKO,4,602080,602080,,
5,Start agitator.,,,5,602080,602080,,
6,Add Lubrizol 9047W,lbs,100401,6,602080,602080,,
7,Agitate for 5 minutes. ,,,7,602080,602080,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,602080,602080,,
9,Ensure that any agitators used have been turned off.,,,9,602080,602080,,
10,Remove GHS label from the mix vessel.,,,10,602080,602080,,
1,Gather the required materials.,,,1,602081,602081,,
2,Verify that the vessel is clean. ,,,2,602081,602081,,
3,Apply GHS label to the mix vessel.,,,3,602081,602081,,
4,Charge vessel with water.,,WATER,4,602081,602081,,
5,Start agitator.,,,5,602081,602081,,
6,Add Tomadol 91-8,,031013,6,602081,602081,,
7,Add Versene 100,,030019,7,602081,602081,,
8,Add Glycol Ether DPM,,030011,8,602081,602081,,
9,Add Odornone #69880,,030198,9,602081,602081,,
10,Add IPA,,030018,10,602081,602081,,
11,Add  Coladet 190,,030113,11,602081,602081,,
12,Agitate for 10 minutes.,,,12,602081,602081,,
13,Add Coconut Fragrance ,,030003,13,602081,602081,,
14,Add Keyacid Napthol Green B-1,,030016,14,602081,602081,,
15,Agitate for 5 minutes. ,,,15,602081,602081,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,602081,602081,,
17,Ensure that any agitators used have been turned off.,,,17,602081,602081,,
18,Remove GHS label from the mix vessel.,,,18,602081,602081,,
1,Gather the required materials.,,,1,602082,602082,,
2,Verify that the vessel is clean. ,,,2,602082,602082,,
3,Apply GHS label to the mix vessel.,,,3,602082,602082,,
4,Charge vessel with Sasol LPA 170 (vessel B),,100507TANKB,4,602082,602082,,
5,Start agitator.,,,5,602082,602082,,
6,Add Advapel 851,,030114,6,602082,602082,,
7,Add APS-232 OMS,,030115,7,602082,602082,,
8,Add coconut lime fragrance #69979,,031037,8,602082,602082,,
9,Agitate for 5 minutes. ,,,9,602082,602082,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,602082,602082,,
11,Ensure that any agitators used have been turned off.,,,11,602082,602082,,
12,Remove GHS label from the mix vessel.,,,12,602082,602082,,
1,Gather the required materials.,,,1,602090,602090,,
2,Verify that the vessel is empty.,,,2,602090,602090,,
3,Apply GHS label to the mix vessel.,,,3,602090,602090,,
4,Charge vessel with LPA / Mineral Spirits.,GAL,030033,4,602090,602090,,
5,Start agitator.,,,5,602090,602090,,
6,Add Fibertech V-95,lbs,031064,6,602090,602090,,
7,Agitate for 10 minutes,,,7,602090,602090,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,602090,602090,,
9,Ensure that any agitators used have been turned off.,,,9,602090,602090,,
10,Remove GHS label from the mix vessel.,,,10,602090,602090,,
1,Gather the required materials.,,,1,602095,602095,,
2,Verify that the vessel is clean. ,,,2,602095,602095,,
3,Apply GHS label to the mix vessel.,,,3,602095,602095,,
4,Charge vessel with DI water.,gal,030143,4,602095,602095,,
5,Ensure that the DI water pump is turned off.,,,5,602095,602095,,
6,Keep agitator to absolute lowest speed possible.,,,6,602095,602095,,
7,Add Protectupel 782M,lbs,030153,7,602095,602095,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,602095,602095,,
9,Ensure that any agitators used have been turned off.,,,9,602095,602095,,
10,Remove GHS label from the mix vessel.,,,10,602095,602095,,
1,Gather the required materials.,,,1,602602,602602,,
2,Verify that the vessel is clean and empty. ,,,2,602602,602602,,
3,"If making by MSR tank, make sure red light on",,,3,602602,602602,,
4,Apply GHS label to the mix vessel.,,,4,602602,602602,,
5,Charge vessel with DI Water (DIRECT FEED. DO NOT USE DI TANK),,030143,5,602602,602602,,
6,Sample DI Water and bring to lab for conductivity testing. ,,,6,602602,602602,,
7,Verify that DI Water passes conductivity testing. ,,,7,602602,602602,,
7,Ensure that the DI water pump is turned off.,,,8,602602,602602,,
8,Add Sodium Hypochlorite 12.5%,,030024,9,602602,602602,,
9,Using red wire locks; re-seal sodium hypochlorite tote.,,,10,602602,602602,,
10,Agitate for 10 minutes. ,,,11,602602,602602,,
11,Add Vitech ILBT,,100536,12,602602,602602,,
12,Add Sodium Hydroxide 50%,,050007,13,602602,602602,,
13,Agitate for 10 minutes. ,,,14,602602,602602,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,602602,602602,,
15,Wash any totes that are being re-used with DI WATER,,,16,602602,602602,,
16,Apply spraypainted dot indicating current use of tote--if on third use; dispose of tote. ,,,17,602602,602602,,
17,Lab must take pictures of all totes before emptying batch.,,,18,602602,602602,,
18,Upon approval from the lab; empty batch into totes with VENTED CAPS.,,,19,602602,602602,,
1,Gather the required materials.,,,1,602603,602603,,
2,Verify that the vessel is clean. ,,,2,602603,602603,,
3,Charge vessel with DI water.,gal,030143,3,602603,602603,,
4,Ensure that the DI water pump is turned off.,,,4,602603,602603,,
5,Start agitator at lowest possible speed.,,,5,602603,602603,,
6,Add Busan 1264,lbs,030146,6,602603,602603,,
7,Add Advapel 734 slowly,lbs,031049,7,602603,602603,,
8,Agitate for 10 minutes,,,8,602603,602603,,
9,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,602603,602603,,
10,Ensure that any agitators used have been turned off.,,,10,602603,602603,,
1,Gather the required materials.,,,1,602604,602604,,
2,Verify that the vessel is clean. ,,,2,602604,602604,,
3,Apply GHS label to the mix vessel.,,,3,602604,602604,,
4,Charge vessel with water.,,WATER,4,602604,602604,,
5,Start agitator.,,,5,602604,602604,,
6,Add Busan 1264,,030146,6,602604,602604,,
7,Add Dissolvine GL-47,,030019,7,602604,602604,,
8,Add Coladet DEF 15,,030008CN,8,602604,602604,,
9,Add Citrus Fragrance #406692,,031050,9,602604,602604,,
10,Add Chromatech Liquidtint Orange,,500321,10,602604,602604,,
11,Agitate for 15 minutes.,,,11,602604,602604,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,602604,602604,,
13,Ensure that any agitators used have been turned off.,,,13,602604,602604,,
14,Remove GHS label from the mix vessel.,,,14,602604,602604,,
1,Gather the required materials.,,,1,602605,602605,,
2,Verify that the vessel is clean. ,,,2,602605,602605,,
3,Apply GHS label to the mix vessel.,,,3,602605,602605,,
4,Charge vessel with water.,gal,WATER,4,602605,602605,,
5,Start agitator.,,,5,602605,602605,,
6,Add Busan 1264,lbs,030146,6,602605,602605,,
7,Add Potassium Carbonate,lbs,030138,7,602605,602605,,
8,Add Isopropyl Alcohol,lbs,030018,8,602605,602605,,
9,Add 91-8,lbs,031013,9,602605,602605,,
10,Add Dissolvine GL-47,lbs,031035,10,602605,602605,,
11,Add Chromatech Liquidtint Orange,grams,500321,11,602605,602605,,
12,Add Citrus Fragrance #406692,lbs,031050,12,602605,602605,,
13,Agitate for 15 minutes.,,,13,602605,602605,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,602605,602605,,
15,Ensure that any agitators used have been turned off.,,,15,602605,602605,,
16,Remove GHS label from the mix vessel.,,,16,602605,602605,,
1,Gather the required materials.,,,1,602607CONC,602607CONC,,
2,Find a poly vessel and verify that the vessel is clean. ,,,2,602607CONC,602607CONC,,
3,Apply GHS label to the mix vessel.,,,3,602607CONC,602607CONC,,
4,Charge vessel with DI water.,gal,030143,4,602607CONC,602607CONC,,
5,Ensure that the DI water pump is turned off.,,,5,602607CONC,602607CONC,,
6,Start agitator.,,,6,602607CONC,602607CONC,,
7,Add IPA,lbs,030018,7,602607CONC,602607CONC,,
8,Add Dye Methylene Chloride Blue,grams,030155,8,602607CONC,602607CONC,,
9,Add Phosphoric Acid,lbs,240079,9,602607CONC,602607CONC,,
10,Using black wire locks; re-seal phosphoric acid tote.,,,10,602607CONC,602607CONC,,
11,Agitate for 5 minutes. ,,,11,602607CONC,602607CONC,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,602607CONC,602607CONC,,
13,Ensure that any agitators used have been turned off.,,,13,602607CONC,602607CONC,,
14,Remove GHS label from the mix vessel.,,,14,602607CONC,602607CONC,,
1,Gather the required materials.,,,1,602607RTU,602607RTU,,
2,Find a poly vessel and verify that the vessel is clean. ,,,2,602607RTU,602607RTU,,
3,Apply GHS label to the mix vessel.,,,3,602607RTU,602607RTU,,
4,Charge vessel with DI water.,,030143,4,602607RTU,602607RTU,,
5,Ensure that the DI water pump is turned off.,,,5,602607RTU,602607RTU,,
6,Start agitator.,,,6,602607RTU,602607RTU,,
7,Add IPA,,030018,7,602607RTU,602607RTU,,
8,Add Dye Methylene Chloride Blue,,030155,8,602607RTU,602607RTU,,
9,Add Phosphoric Acid,,240079,9,602607RTU,602607RTU,,
10,Using black wire locks; re-seal phosphoric acid tote.,,,10,602607RTU,602607RTU,,
11,Agitate for 5 minutes. ,,,11,602607RTU,602607RTU,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,602607RTU,602607RTU,,
13,Ensure that any agitators used have been turned off.,,,13,602607RTU,602607RTU,,
14,Remove GHS label from the mix vessel.,,,14,602607RTU,602607RTU,,
1,Gather the required materials.,,,1,63568CONC.B,63568CONCB,,
2,Verify that the vessel is clean. ,,,2,63568CONC.B,63568CONCB,,
3,Apply GHS label to the mix vessel.,,,3,63568CONC.B,63568CONCB,,
4,Charge Vessel with 240060 -- CHEM - OOOPS SUPER Concentrate  ,gal,,4,63568CONC.B,63568CONCB,,
5,Add 240061 -- CHEM - OOOPS NUTRIENT PACK (578 grams per pack),grams,,5,63568CONC.B,63568CONCB,,
6,Sample 030143CHEM - DI WATER and bring to lab for conductivity testing. ,,,6,63568CONC.B,63568CONCB,,
7,Verify that 030143 CHEM - DI WATER (softened/deionized) passes conductivity testing.  ,,,7,63568CONC.B,63568CONCB,,
8,Add 030143 CHEM - DI WATER  ,gal,,8,63568CONC.B,63568CONCB,,
9,Agitate for 15 minutes.,,,9,63568CONC.B,63568CONCB,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,63568CONC.B,63568CONCB,,
11,Ensure that any agitators used have been turned off.,,,11,63568CONC.B,63568CONCB,,
12,Remove GHS label from the mix vessel.,,,12,63568CONC.B,63568CONCB,,
1,Gather the required materials.,,,1,63568RTU.B,63568RTUB,,
2,Verify that the vessel is clean. ,,,2,63568RTU.B,63568RTUB,,
3,Apply GHS label to the mix vessel.,,,3,63568RTU.B,63568RTUB,,
4,Charge Vessel with 030143 -- CHEM - DI WATER (softened/deionized),gallon,,4,63568RTU.B,63568RTUB,,
5,Sample DI Water and bring to lab for conductivity testing. ,,,5,63568RTU.B,63568RTUB,,
6,Verify that DI Water passes conductivity testing. (Must be under 5uS),,,6,63568RTU.B,63568RTUB,,
7,Add 63568CONC.B - BLEND-OOOPS CONCETRATE,gal,,7,63568RTU.B,63568RTUB,,
9,Agitate for 15 minutes.,,,8,63568RTU.B,63568RTUB,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,9,63568RTU.B,63568RTUB,,
11,Ensure that any agitators used have been turned off.,,,10,63568RTU.B,63568RTUB,,
12,Remove GHS label from the mix vessel.,,,11,63568RTU.B,63568RTUB,,
1,Gather the required materials.,,,1,7-2738.B,7-2738B,,
2,Verify that the vessel is clean. ,,,2,7-2738.B,7-2738B,,
3,Charge vessel with water.,gal,WATER,3,7-2738.B,7-2738B,,
4,Add CHROMATINT BLUE 0408 D3500.,grams,030112,4,7-2738.B,7-2738B,,
5,Add APW 320N. ,lbs,030193,5,7-2738.B,7-2738B,,
6,Add IPA.,lbs,030018,6,7-2738.B,7-2738B,,
7,Add Flexiwet NF.,lbs,030079,7,7-2738.B,7-2738B,,
8,Add Blueberry W/S Fragrance.,lbs,030175,8,7-2738.B,7-2738B,,
9,Add Busan 1264.,lbs,030146,9,7-2738.B,7-2738B,,
10,Add APS-342,grams,100473,10,7-2738.B,7-2738B,,
11,Agitate for 20 minutes.,,,11,7-2738.B,7-2738B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,7-2738.B,7-2738B,,
13,Ensure that any agitators used have been turned off.,,,13,7-2738.B,7-2738B,,
1,Gather the required materials.,,,1,81500.B,81500B,,
2,Verify that the vessel is clean. ,,,2,81500.B,81500B,,
3,Apply GHS labels to the mix vessel.,,,3,81500.B,81500B,,
4,Charge vessel with water.,,WATER,4,81500.B,81500B,,
5,Add Oxalic Acid.,,030025,5,81500.B,81500B,,
6,Start agitator. ,,,6,81500.B,81500B,,
7,Add Glycol Ether EB.,,030012,7,81500.B,81500B,,
8,Add Glycol Ether DB.,,031031,8,81500.B,81500B,,
9,Add Tomadol 91-8.,,031013,9,81500.B,81500B,,
10,Agitate for 20 minutes.,,,10,81500.B,81500B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,81500.B,81500B,,
12,Ensure that any agitators used have been turned off.,,,12,81500.B,81500B,,
13,Remove GHS labels from the mix vessel.,,,13,81500.B,81500B,,
1,Gather the required materials.,,,1,83200.B,83200B,,
2,Verify that the vessel is clean. ,,,2,83200.B,83200B,,
3,Apply GHS labels to the mix vessel.,,,3,83200.B,83200B,,
4,Charge vessel with water.,,WATER,4,83200.B,83200B,,
5,Start agitator. ,gal,WATER,5,83200.B,83200B,,
6,Add Versene 100,lbs,030019,6,83200.B,83200B,,
7,Add Glycol Ether DB,lbs,031031,7,83200.B,83200B,,
8,Add 91-8,lbs,031013,8,83200.B,83200B,,
9,Add Lemon Frag,lbs,030004,9,83200.B,83200B,,
10,Agitate for 15 minutes.,,,10,83200.B,83200B,,
11,Sample blend; label sample container; and deliver sample to QC Lab.,,,11,83200.B,83200B,,
12,Ensure that any agitators used have been turned off.,,,12,83200.B,83200B,,
13,Remove GHS labels from the mix vessel.,,,13,83200.B,83200B,,
1,Gather the required materials.,,,1,84200.B,84200B,,
2,Verify that a POLY vessel is clean. ,,,2,84200.B,84200B,,
3,Apply GHS labels to the mix vessel.,,,3,84200.B,84200B,,
4,Charge vessel with water.,gal,WATER,4,84200.B,84200B,,
5,Start agitator. ,,,5,84200.B,84200B,,
6,Add DYE-Chromatech Blue 0408 D35000,grams,030112,6,84200.B,84200B,,
7,Add DYE-Cromatint  Red 1887 D93287,grams,050017,7,84200.B,84200B,,
8,Add Dissolvine E-39,lbs,030019,8,84200.B,84200B,,
9,Add sodium metasilcate,lbs,240073,9,84200.B,84200B,,
10,Mix for 10 minutes, ,,10,84200.B,84200B,,
11,Add Glycol Ether DB,lbs,031031,11,84200.B,84200B,,
12,Add Pilot AOS 40,lbs,030152,12,84200.B,84200B,,
13,Add Caustic Soda 50% Membrane grade,lbs,050007,13,84200.B,84200B,,
14,Agitate for 15 minutes.,,,14,84200.B,84200B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,84200.B,84200B,,
16,Ensure that any agitators used have been turned off.,,,16,84200.B,84200B,,
17,Remove GHS labels from the mix vessel.,,,17,84200.B,84200B,,
1,Gather the required materials.,,,1,86600.B,86600B,,
2,Verify that the vessel is clean. ,,,2,86600.B,86600B,,
3,Apply GHS labels to the mix vessel.,,,3,86600.B,86600B,,
4,Charge vessel with water.,,WATER,4,86600.B,86600B,,
5,Add Maquat QSX 105S.,,030001,5,86600.B,86600B,,
6,Sample blend; label sample container; and deliver sample to QC Lab.,,,6,86600.B,86600B,,
7,Ensure that any agitators used have been turned off.,,,7,86600.B,86600B,,
8,Remove GHS labels from the mix vessel.,,,8,86600.B,86600B,,
1,Gather the required materials.,,,1,86700.B,86700B,,
2,Verify that the vessel is clean. ,,,2,86700.B,86700B,,
3,Apply GHS labels to the mix vessel.,,,3,86700.B,86700B,,
4,Charge vessel with Motiva Star 12.,,100421G2,4,86700.B,86700B,,
5,Start agitator. ,,,5,86700.B,86700B,,
6,Add Orange Enhancer,,030124,6,86700.B,86700B,,
7,Add aps-342,,031036,7,86700.B,86700B,,
8,Add Eversorb 83,,100516,8,86700.B,86700B,,
9,Agitate for 20 minutes.,,,9,86700.B,86700B,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,86700.B,86700B,,
11,Ensure that any agitators used have been turned off.,,,11,86700.B,86700B,,
12,Remove GHS labels from the mix vessel.,,,12,86700.B,86700B,,
1,Gather the required materials.,,,1,87700.B,87700B,,
2,Verify that the vessel is clean. ,,,2,87700.B,87700B,,
3,Apply GHS label to the mix vessel.,,,3,87700.B,87700B,,
4,Charge vessel with water.,,WATER,4,87700.B,87700B,,
5,Start agitator. ,,,5,87700.B,87700B,,
6,Add Vitech ALB,,100517,6,87700.B,87700B,,
7,Using black wire locks; re-seal Vitech ALB tote.,,,7,87700.B,87700B,,
8,Agitate for 10 minutes.,,,8,87700.B,87700B,,
9,Add Sulfuric acid,,030015,9,87700.B,87700B,,
10,Using green wire locks; re-seal sulfuric acid tote.,,,10,87700.B,87700B,,
11,Agitate for 10 minutes.,,,11,87700.B,87700B,,
12,Add Vitech EQ-i,,100518,12,87700.B,87700B,,
13,Add Vitech DAN,,100519,13,87700.B,87700B,,
14,Verify that batch is clear.,,,14,87700.B,87700B,,
15,Agitate for 10 minutes.,,,15,87700.B,87700B,,
16,Sample blend; label sample container; and deliver sample to QC Lab.,,,16,87700.B,87700B,,
17,Ensure that any agitators used have been turned off.,,,17,87700.B,87700B,,
18,Remove GHS label from the mix vessel.,,,18,87700.B,87700B,,
1,Gather the required materials.,,,1,88300.B,88300B,,
2,Verify that the vessel is clean. ,,,2,88300.B,88300B,,
3,Apply GHS label to the mix vessel.,,,3,88300.B,88300B,,
4,Charge vessel with water.,,WATER,4,88300.B,88300B,,
5,Add Videt Eqi,,100518,5,88300.B,88300B,,
6,Add API WS 500,,030107,6,88300.B,88300B,,
7,Add Busan 1264,,030146,7,88300.B,88300B,,
8,Add Tropical Coconut W/S ,,030003,8,88300.B,88300B,,
9,Add Chromatint 1887,,050017,9,88300.B,88300B,,
10,Add APS-342,,031036,10,88300.B,88300B,,
11,Agitate until ingredients are mixed.,,,11,88300.B,88300B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,88300.B,88300B,,
13,Ensure that any agitators used have been turned off.,,,13,88300.B,88300B,,
14,Remove GHS label from the mix vessel.,,,14,88300.B,88300B,,
1,Gather the required materials.,,,1,89754.B ,89754B ,,
2,Verify that the vessel is clean. ,,,2,89754.B ,89754B ,,
3,Apply GHS label to the mix vessel.,,,3,89754.B ,89754B ,,
4,Charge vessel with water.,,WATER,4,89754.B ,89754B ,,
5,Start agitator.,,,5,89754.B ,89754B ,,
6,Add Novac Acl,,031027,6,89754.B ,89754B ,,
7,Agitate for 15 minutes.,,,7,89754.B ,89754B ,,
8,Sample blend; label sample container; and deliver sample to QC Lab.,,,8,89754.B ,89754B ,,
9,Ensure that any agitators used have been turned off.,,,9,89754.B ,89754B ,,
10,Remove GHS label from the mix vessel.,,,10,89754.B ,89754B ,,
1,Gather the required materials.,,,1,89755.B,89755B,,
2,Verify that the vessel is clean. ,,,2,89755.B,89755B,,
3,Apply GHS label to the mix vessel.,,,3,89755.B,89755B,,
4,Charge vessel with DI water.,,030143,4,89755.B,89755B,,
5,Ensure that the DI water pump is turned off.,,,5,89755.B,89755B,,
6,Add Isopropyl Alcohol.,,030018,6,89755.B,89755B,,
7,Start agitator.,,,7,89755.B,89755B,,
8,Add Busan 1264,,030146,8,89755.B,89755B,,
9,Reduce agitator to absolute lowest speed possible.,,,9,89755.B,89755B,,
10,Add Advapel 734.,,031025,10,89755.B,89755B,,
11,Agitate for 15 minutes on lowest speed.,,,11,89755.B,89755B,,
12,Sample blend; label sample container; and deliver sample to QC Lab.,,,12,89755.B,89755B,,
13,Ensure that any agitators used have been turned off.,,,13,89755.B,89755B,,
14,Remove GHS label from the mix vessel.,,,14,89755.B,89755B,,
1,Gather the required materials.,,,1,90400.B,90400B,,
2,Verify that the vessel is clean. ,,,2,90400.B,90400B,,
3,Charge vessel with water.,gal,WATER,3,90400.B,90400B,,
4,Start agitator.,,,4,90400.B,90400B,,
5,Add GL47,lbs,031035,5,90400.B,90400B,,
6,Agitate for 10 minutes,,,6,90400.B,90400B,,
7,Add Ammonium Chloride,lbs,030007,7,90400.B,90400B,,
8,Agitate for 10 minutes,,,8,90400.B,90400B,,
10,Add Liquidtint Violet DYE 0974,GRAMS,050012,9,90400.B,90400B,,
11,Add Coladet DEF 15,lbs,030008CN,10,90400.B,90400B,,
12,Agitate for 20 minutes then add:,,,11,90400.B,90400B,,
13,Add Preventol D7,lbs,030146P,12,90400.B,90400B,,
14,Agitate for 15 minutes.,,,13,90400.B,90400B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,90400.B,90400B,,
16,Ensure that any agitators used have been turned off.,,,15,90400.B,90400B,,
17,Remove GHS hazard label from vessel and add LOT#'s to finished totes,,,16,90400.B,90400B,,
1,Gather the required materials.,,,1,91000.B,91000B,,
2,Verify that the poly polish vessel is clean. ,,,2,91000.B,91000B,,
3,Apply GHS label to the mix vessel.,,,3,91000.B,91000B,,
4,Charge vessel with water.,lbs,WATER,4,91000.B,91000B,,
5,Start agitator.,,,5,91000.B,91000B,,
6,Add Busan 1264,lbs,030146,6,91000.B,91000B,,
7,Add Accusol 820,lbs,030000,7,91000.B,91000B,,
8,Agitate for 15 minutes.,,,8,91000.B,91000B,,
9,Add API 345V,lbs,100515,9,91000.B,91000B,,
10,Add Eversorb AQ1,lbs,030110,10,91000.B,91000B,,
11,Add Tropical Coconut W/S #66716,lbs,030003,11,91000.B,91000B,,
12,Add APS-342,lbs,031036,12,91000.B,91000B,,
13,Add 50 gallons of thick product from last batch,gal,,13,91000.B,91000B,,
14,Agitate for 20 minutes.,,,14,91000.B,91000B,,
15,Sample blend; label sample container; and deliver sample to QC Lab.,,,15,91000.B,91000B,,
16,Ensure that any agitators used have been turned off.,,,16,91000.B,91000B,,
17,Remove GHS label from the mix vessel.,,,17,91000.B,91000B,,
1,Gather the required materials.,,,1,92000.B,92000B,,
2,Verify that the vessel is clean. ,,,2,92000.B,92000B,,
3,Apply GHS label to the mix vessel.,,,3,92000.B,92000B,,
4,Charge vessel with DI water.,,030143,4,92000.B,92000B,,
5,Start agitator. ,,,5,92000.B,92000B,,
6,Add Acetic Acid,,030161,6,92000.B,92000B,,
7,Add T-DET A 267,,031039,7,92000.B,92000B,,
8,Add BYK 565,,031047,8,92000.B,92000B,,
9,Add APS-342,,031036,9,92000.B,92000B,,
10,Add Gylcol Ether DB,,031031,10,92000.B,92000B,,
11,Add Busan 1264,,030146,11,92000.B,92000B,,
12,Ocean Breeze Frag,,030199,12,92000.B,92000B,,
13,Agitate for 20 minutes.,,,13,92000.B,92000B,,
14,Sample blend; label sample container; and deliver sample to QC Lab.,,,14,92000.B,92000B,,
15,Ensure that any agitators used have been turned off.,,,15,92000.B,92000B,,
16,Remove GHS label from the mix vessel.,,,16,92000.B,92000B,,
1,Gather the required materials.,,,1,93100DSL.B,93100DSLB,,
2,Verify that the vessel is clean.,,,2,93100DSL.B,93100DSLB,,
3,Change all sock filters and water trap filters.,,,3,93100DSL.B,93100DSLB,,
4,Set aside 100gal of Calumet 400-500<1% LPA 170.,gal,100507TANKO,4,93100DSL.B,93100DSLB,,
5,Charge vessel with all remaining Calumet 400-500<1% LPA 170.,gal,100507TANKO,5,93100DSL.B,93100DSLB,,
6,Start agitator at 160 RPM.,,,6,93100DSL.B,93100DSLB,,
7,Add Enzyme through 5 and 1 micron filter stacked.,lbs,100433,7,93100DSL.B,93100DSLB,,
8,Flush pump and add the extra 100gal of Calumet.,gal,100507TANKO,8,93100DSL.B,93100DSLB,,
9,Agitate for 1 hour.,,,9,93100DSL.B,93100DSLB,,
10,Sample blend; label sample container; and deliver sample to QC Lab.,,,10,93100DSL.B,93100DSLB,,
11,Ensure that any agitators used have been turned off.,,,11,93100DSL.B,93100DSLB,,
12,"When dumping, inspect storage tote for any trash, dirt, and/or water contamination.",,,12,93100DSL.B,93100DSLB,,
1,Gather the required materials.,,,1,93100GAS.B,93100GASB,,
2,Verify that the vessel is clean.,,,2,93100GAS.B,93100GASB,,
3,Agitate enzyme drums for 3 minutes before using.,,,3,93100GAS.B,93100GASB,,
4,Change all sock filters and water trap filters.,,,4,93100GAS.B,93100GASB,,
